,country,date,variant,num_sequences,perc_sequences,num_sequences_total
7027,Belgium,2021-08-23,Omicron,0,0.0,4534
7031,Belgium,2021-08-23,non_who,2,0.04,4534
7032,Belgium,2021-09-06,Alpha,6,0.13,4495
7037,Belgium,2021-09-06,B.1.177,0,0.0,4495
7043,Belgium,2021-09-06,Delta,4481,99.69,4495
7051,Belgium,2021-09-06,Omicron,0,0.0,4495
7055,Belgium,2021-09-06,non_who,5,0.11,4495
7056,Belgium,2021-09-20,Alpha,1,0.03,3113
7061,Belgium,2021-09-20,B.1.177,0,0.0,3113
7067,Belgium,2021-09-20,Delta,3110,99.9,3113
7075,Belgium,2021-09-20,Omicron,0,0.0,3113
7079,Belgium,2021-09-20,non_who,1,0.04,3113
7080,Belgium,2021-10-04,Alpha,3,0.1,2926
7085,Belgium,2021-10-04,B.1.177,0,0.0,2926
7091,Belgium,2021-10-04,Delta,2922,99.86,2926
7099,Belgium,2021-10-04,Omicron,0,0.0,2926
7103,Belgium,2021-10-04,non_who,1,0.04,2926
7104,Belgium,2021-10-18,Alpha,0,0.0,3315
7109,Belgium,2021-10-18,B.1.177,0,0.0,3315
7115,Belgium,2021-10-18,Delta,3313,99.94,3315
7123,Belgium,2021-10-18,Omicron,0,0.0,3315
7127,Belgium,2021-10-18,non_who,1,0.03,3315
7128,Belgium,2021-11-01,Alpha,0,0.0,3530
7133,Belgium,2021-11-01,B.1.177,0,0.0,3530
7139,Belgium,2021-11-01,Delta,3525,99.86,3530
7147,Belgium,2021-11-01,Omicron,0,0.0,3530
7151,Belgium,2021-11-01,non_who,5,0.14,3530
7152,Belgium,2021-11-15,Alpha,1,0.04,2729
7157,Belgium,2021-11-15,B.1.177,0,0.0,2729
7163,Belgium,2021-11-15,Delta,2728,99.96,2729
7171,Belgium,2021-11-15,Omicron,0,0.0,2729
7175,Belgium,2021-11-15,non_who,0,0.0,2729
7176,Belgium,2021-11-29,Alpha,0,0.0,3076
7181,Belgium,2021-11-29,B.1.177,0,0.0,3076
7187,Belgium,2021-11-29,Delta,3069,99.77,3076
7195,Belgium,2021-11-29,Omicron,5,0.16,3076
7199,Belgium,2021-11-29,non_who,2,0.07,3076
7200,Belgium,2021-12-13,Alpha,0,0.0,3087
7205,Belgium,2021-12-13,B.1.177,0,0.0,3087
7211,Belgium,2021-12-13,Delta,2797,90.61,3087
7219,Belgium,2021-12-13,Omicron,290,9.39,3087
7223,Belgium,2021-12-13,non_who,0,0.0,3087
7224,Belgium,2021-12-27,Alpha,0,0.0,1493
7229,Belgium,2021-12-27,B.1.177,0,0.0,1493
7235,Belgium,2021-12-27,Delta,1025,68.65,1493
7243,Belgium,2021-12-27,Omicron,464,31.08,1493
7247,Belgium,2021-12-27,non_who,4,0.27,1493
7248,Belgium,2022-01-05,Alpha,0,0.0,59
7253,Belgium,2022-01-05,B.1.177,0,0.0,59
7259,Belgium,2022-01-05,Delta,29,49.15,59
7267,Belgium,2022-01-05,Omicron,30,50.85,59
7271,Belgium,2022-01-05,non_who,0,0.0,59
7272,Belize,2020-08-17,Alpha,0,0.0,4
7277,Belize,2020-08-17,B.1.177,0,0.0,4
7283,Belize,2020-08-17,Delta,0,0.0,4
7291,Belize,2020-08-17,Omicron,0,0.0,4
7295,Belize,2020-08-17,non_who,4,100.0,4
7296,Belize,2020-08-31,Alpha,0,0.0,1
7301,Belize,2020-08-31,B.1.177,0,0.0,1
7307,Belize,2020-08-31,Delta,0,0.0,1
7315,Belize,2020-08-31,Omicron,0,0.0,1
7319,Belize,2020-08-31,non_who,1,100.0,1
7320,Belize,2020-09-28,Alpha,0,0.0,2
7325,Belize,2020-09-28,B.1.177,0,0.0,2
7331,Belize,2020-09-28,Delta,0,0.0,2
7339,Belize,2020-09-28,Omicron,0,0.0,2
7343,Belize,2020-09-28,non_who,2,100.0,2
7344,Belize,2020-10-12,Alpha,0,0.0,4
7349,Belize,2020-10-12,B.1.177,0,0.0,4
7355,Belize,2020-10-12,Delta,0,0.0,4
7363,Belize,2020-10-12,Omicron,0,0.0,4
7367,Belize,2020-10-12,non_who,4,100.0,4
7368,Belize,2020-10-26,Alpha,0,0.0,6
7373,Belize,2020-10-26,B.1.177,0,0.0,6
7379,Belize,2020-10-26,Delta,0,0.0,6
7387,Belize,2020-10-26,Omicron,0,0.0,6
7391,Belize,2020-10-26,non_who,6,100.0,6
7392,Belize,2020-11-09,Alpha,0,0.0,1
7397,Belize,2020-11-09,B.1.177,0,0.0,1
7403,Belize,2020-11-09,Delta,0,0.0,1
7411,Belize,2020-11-09,Omicron,0,0.0,1
7415,Belize,2020-11-09,non_who,1,100.0,1
7416,Belize,2020-12-21,Alpha,0,0.0,7
7421,Belize,2020-12-21,B.1.177,0,0.0,7
7427,Belize,2020-12-21,Delta,0,0.0,7
7435,Belize,2020-12-21,Omicron,0,0.0,7
7439,Belize,2020-12-21,non_who,7,100.0,7
7440,Belize,2021-01-04,Alpha,0,0.0,14
7445,Belize,2021-01-04,B.1.177,0,0.0,14
7451,Belize,2021-01-04,Delta,0,0.0,14
7459,Belize,2021-01-04,Omicron,0,0.0,14
7463,Belize,2021-01-04,non_who,14,100.0,14
7464,Belize,2021-01-11,Alpha,0,0.0,7
7469,Belize,2021-01-11,B.1.177,0,0.0,7
7475,Belize,2021-01-11,Delta,0,0.0,7
7483,Belize,2021-01-11,Omicron,0,0.0,7
7487,Belize,2021-01-11,non_who,7,100.0,7
7488,Belize,2021-01-25,Alpha,2,12.5,16
7493,Belize,2021-01-25,B.1.177,0,0.0,16
7499,Belize,2021-01-25,Delta,0,0.0,16
7507,Belize,2021-01-25,Omicron,0,0.0,16
7511,Belize,2021-01-25,non_who,14,87.5,16
7512,Belize,2021-02-08,Alpha,1,3.85,26
7517,Belize,2021-02-08,B.1.177,0,0.0,26
7523,Belize,2021-02-08,Delta,0,0.0,26
7531,Belize,2021-02-08,Omicron,0,0.0,26
7535,Belize,2021-02-08,non_who,25,96.15,26
7536,Belize,2021-02-22,Alpha,0,0.0,11
7541,Belize,2021-02-22,B.1.177,0,0.0,11
7547,Belize,2021-02-22,Delta,0,0.0,11
7555,Belize,2021-02-22,Omicron,0,0.0,11
7559,Belize,2021-02-22,non_who,10,90.91,11
7560,Belize,2021-03-08,Alpha,0,0.0,3
7565,Belize,2021-03-08,B.1.177,0,0.0,3
7571,Belize,2021-03-08,Delta,1,33.33,3
7579,Belize,2021-03-08,Omicron,0,0.0,3
7583,Belize,2021-03-08,non_who,1,33.34,3
7584,Belize,2021-03-22,Alpha,0,0.0,2
7589,Belize,2021-03-22,B.1.177,0,0.0,2
7595,Belize,2021-03-22,Delta,0,0.0,2
7603,Belize,2021-03-22,Omicron,0,0.0,2
7607,Belize,2021-03-22,non_who,1,50.0,2
7608,Belize,2021-04-19,Alpha,1,33.33,3
7613,Belize,2021-04-19,B.1.177,0,0.0,3
7619,Belize,2021-04-19,Delta,2,66.67,3
7627,Belize,2021-04-19,Omicron,0,0.0,3
7631,Belize,2021-04-19,non_who,0,0.0,3
7632,Belize,2021-05-03,Alpha,0,0.0,1
7637,Belize,2021-05-03,B.1.177,0,0.0,1
7643,Belize,2021-05-03,Delta,0,0.0,1
7651,Belize,2021-05-03,Omicron,0,0.0,1
7655,Belize,2021-05-03,non_who,1,100.0,1
7656,Belize,2021-05-17,Alpha,2,13.33,15
7661,Belize,2021-05-17,B.1.177,0,0.0,15
7667,Belize,2021-05-17,Delta,7,46.67,15
7675,Belize,2021-05-17,Omicron,0,0.0,15
7679,Belize,2021-05-17,non_who,4,26.66,15
7680,Belize,2021-05-31,Alpha,2,66.67,3
7685,Belize,2021-05-31,B.1.177,0,0.0,3
7691,Belize,2021-05-31,Delta,0,0.0,3
7699,Belize,2021-05-31,Omicron,0,0.0,3
7703,Belize,2021-05-31,non_who,1,33.33,3
7704,Belize,2021-06-14,Alpha,1,100.0,1
7709,Belize,2021-06-14,B.1.177,0,0.0,1
7715,Belize,2021-06-14,Delta,0,0.0,1
7723,Belize,2021-06-14,Omicron,0,0.0,1
7727,Belize,2021-06-14,non_who,0,0.0,1
7728,Belize,2021-06-28,Alpha,14,43.75,32
7733,Belize,2021-06-28,B.1.177,0,0.0,32
7739,Belize,2021-06-28,Delta,5,15.62,32
7747,Belize,2021-06-28,Omicron,0,0.0,32
7751,Belize,2021-06-28,non_who,10,31.25,32
7752,Belize,2021-07-12,Alpha,4,22.22,18
7757,Belize,2021-07-12,B.1.177,0,0.0,18
7763,Belize,2021-07-12,Delta,8,44.44,18
7771,Belize,2021-07-12,Omicron,0,0.0,18
7775,Belize,2021-07-12,non_who,3,16.67,18
7776,Belize,2021-07-26,Alpha,1,1.72,58
7781,Belize,2021-07-26,B.1.177,0,0.0,58
7787,Belize,2021-07-26,Delta,28,48.28,58
7795,Belize,2021-07-26,Omicron,0,0.0,58
7799,Belize,2021-07-26,non_who,21,36.21,58
7800,Belize,2021-08-09,Alpha,1,1.59,63
7805,Belize,2021-08-09,B.1.177,0,0.0,63
7811,Belize,2021-08-09,Delta,33,52.38,63
7819,Belize,2021-08-09,Omicron,0,0.0,63
7823,Belize,2021-08-09,non_who,23,36.51,63
7824,Belize,2021-08-23,Alpha,0,0.0,16
7829,Belize,2021-08-23,B.1.177,0,0.0,16
7835,Belize,2021-08-23,Delta,11,68.75,16
7843,Belize,2021-08-23,Omicron,0,0.0,16
7847,Belize,2021-08-23,non_who,4,25.0,16
7848,Benin,2021-02-08,Alpha,28,25.69,109
7853,Benin,2021-02-08,B.1.177,0,0.0,109
7859,Benin,2021-02-08,Delta,0,0.0,109
7867,Benin,2021-02-08,Omicron,0,0.0,109
7871,Benin,2021-02-08,non_who,34,31.19,109
7872,Benin,2021-03-08,Alpha,22,18.18,121
7877,Benin,2021-03-08,B.1.177,0,0.0,121
7883,Benin,2021-03-08,Delta,0,0.0,121
7891,Benin,2021-03-08,Omicron,0,0.0,121
7895,Benin,2021-03-08,non_who,33,27.27,121
7896,Benin,2021-04-05,Alpha,14,7.95,176
7901,Benin,2021-04-05,B.1.177,0,0.0,176
7907,Benin,2021-04-05,Delta,0,0.0,176
7915,Benin,2021-04-05,Omicron,0,0.0,176
7919,Benin,2021-04-05,non_who,81,46.03,176
7920,Benin,2021-04-19,Alpha,0,0.0,8
7925,Benin,2021-04-19,B.1.177,0,0.0,8
7931,Benin,2021-04-19,Delta,0,0.0,8
7939,Benin,2021-04-19,Omicron,0,0.0,8
7943,Benin,2021-04-19,non_who,6,75.0,8
7944,Benin,2021-05-03,Alpha,2,8.0,25
7949,Benin,2021-05-03,B.1.177,0,0.0,25
7955,Benin,2021-05-03,Delta,0,0.0,25
7963,Benin,2021-05-03,Omicron,0,0.0,25
7967,Benin,2021-05-03,non_who,19,76.0,25
7968,Benin,2021-05-17,Alpha,3,9.38,32
7973,Benin,2021-05-17,B.1.177,0,0.0,32
7979,Benin,2021-05-17,Delta,0,0.0,32
7987,Benin,2021-05-17,Omicron,0,0.0,32
7991,Benin,2021-05-17,non_who,25,78.12,32
7992,Benin,2021-05-31,Alpha,1,3.7,27
7997,Benin,2021-05-31,B.1.177,0,0.0,27
8003,Benin,2021-05-31,Delta,1,3.7,27
8011,Benin,2021-05-31,Omicron,0,0.0,27
8015,Benin,2021-05-31,non_who,21,77.79,27
8016,Benin,2021-06-14,Alpha,1,11.11,9
8021,Benin,2021-06-14,B.1.177,0,0.0,9
8027,Benin,2021-06-14,Delta,1,11.11,9
8035,Benin,2021-06-14,Omicron,0,0.0,9
8039,Benin,2021-06-14,non_who,7,77.78,9
8040,Benin,2021-06-28,Alpha,0,0.0,14
8045,Benin,2021-06-28,B.1.177,0,0.0,14
8051,Benin,2021-06-28,Delta,5,35.71,14
8059,Benin,2021-06-28,Omicron,0,0.0,14
8063,Benin,2021-06-28,non_who,9,64.29,14
8064,Benin,2021-07-12,Alpha,0,0.0,28
8069,Benin,2021-07-12,B.1.177,0,0.0,28
8075,Benin,2021-07-12,Delta,16,57.14,28
8083,Benin,2021-07-12,Omicron,0,0.0,28
8087,Benin,2021-07-12,non_who,12,42.86,28
8088,Benin,2021-07-26,Alpha,0,0.0,36
8093,Benin,2021-07-26,B.1.177,0,0.0,36
8099,Benin,2021-07-26,Delta,26,72.22,36
8107,Benin,2021-07-26,Omicron,0,0.0,36
8111,Benin,2021-07-26,non_who,10,27.78,36
8112,Benin,2021-08-09,Alpha,0,0.0,34
8117,Benin,2021-08-09,B.1.177,0,0.0,34
8123,Benin,2021-08-09,Delta,33,97.06,34
8131,Benin,2021-08-09,Omicron,0,0.0,34
8135,Benin,2021-08-09,non_who,1,2.94,34
8136,Benin,2021-08-23,Alpha,0,0.0,74
8141,Benin,2021-08-23,B.1.177,0,0.0,74
8147,Benin,2021-08-23,Delta,69,93.24,74
8155,Benin,2021-08-23,Omicron,0,0.0,74
8159,Benin,2021-08-23,non_who,5,6.76,74
8160,Benin,2021-09-06,Alpha,0,0.0,57
8165,Benin,2021-09-06,B.1.177,0,0.0,57
8171,Benin,2021-09-06,Delta,55,96.49,57
8179,Benin,2021-09-06,Omicron,0,0.0,57
8183,Benin,2021-09-06,non_who,2,3.51,57
8184,Bosnia and Herzegovina,2020-05-11,Alpha,0,0.0,1
8189,Bosnia and Herzegovina,2020-05-11,B.1.177,0,0.0,1
8195,Bosnia and Herzegovina,2020-05-11,Delta,0,0.0,1
8203,Bosnia and Herzegovina,2020-05-11,Omicron,0,0.0,1
8207,Bosnia and Herzegovina,2020-05-11,non_who,1,100.0,1
8208,Bosnia and Herzegovina,2020-06-08,Alpha,0,0.0,2
8213,Bosnia and Herzegovina,2020-06-08,B.1.177,0,0.0,2
8219,Bosnia and Herzegovina,2020-06-08,Delta,0,0.0,2
8227,Bosnia and Herzegovina,2020-06-08,Omicron,0,0.0,2
8231,Bosnia and Herzegovina,2020-06-08,non_who,2,100.0,2
8232,Bosnia and Herzegovina,2020-07-20,Alpha,0,0.0,1
8237,Bosnia and Herzegovina,2020-07-20,B.1.177,0,0.0,1
8243,Bosnia and Herzegovina,2020-07-20,Delta,0,0.0,1
8251,Bosnia and Herzegovina,2020-07-20,Omicron,0,0.0,1
8255,Bosnia and Herzegovina,2020-07-20,non_who,1,100.0,1
8256,Bosnia and Herzegovina,2020-08-31,Alpha,0,0.0,1
8261,Bosnia and Herzegovina,2020-08-31,B.1.177,0,0.0,1
8267,Bosnia and Herzegovina,2020-08-31,Delta,0,0.0,1
8275,Bosnia and Herzegovina,2020-08-31,Omicron,0,0.0,1
8279,Bosnia and Herzegovina,2020-08-31,non_who,1,100.0,1
8280,Bosnia and Herzegovina,2020-09-14,Alpha,0,0.0,1
8285,Bosnia and Herzegovina,2020-09-14,B.1.177,0,0.0,1
8291,Bosnia and Herzegovina,2020-09-14,Delta,0,0.0,1
8299,Bosnia and Herzegovina,2020-09-14,Omicron,0,0.0,1
8303,Bosnia and Herzegovina,2020-09-14,non_who,1,100.0,1
8304,Bosnia and Herzegovina,2020-09-28,Alpha,0,0.0,1
8309,Bosnia and Herzegovina,2020-09-28,B.1.177,0,0.0,1
8315,Bosnia and Herzegovina,2020-09-28,Delta,0,0.0,1
8323,Bosnia and Herzegovina,2020-09-28,Omicron,0,0.0,1
8327,Bosnia and Herzegovina,2020-09-28,non_who,1,100.0,1
8328,Bosnia and Herzegovina,2020-10-12,Alpha,0,0.0,1
8333,Bosnia and Herzegovina,2020-10-12,B.1.177,0,0.0,1
8339,Bosnia and Herzegovina,2020-10-12,Delta,0,0.0,1
8347,Bosnia and Herzegovina,2020-10-12,Omicron,0,0.0,1
8351,Bosnia and Herzegovina,2020-10-12,non_who,1,100.0,1
8352,Bosnia and Herzegovina,2020-11-09,Alpha,0,0.0,2
8357,Bosnia and Herzegovina,2020-11-09,B.1.177,0,0.0,2
8363,Bosnia and Herzegovina,2020-11-09,Delta,0,0.0,2
8371,Bosnia and Herzegovina,2020-11-09,Omicron,0,0.0,2
8375,Bosnia and Herzegovina,2020-11-09,non_who,2,100.0,2
8376,Bosnia and Herzegovina,2020-11-23,Alpha,0,0.0,2
8381,Bosnia and Herzegovina,2020-11-23,B.1.177,0,0.0,2
8387,Bosnia and Herzegovina,2020-11-23,Delta,0,0.0,2
8395,Bosnia and Herzegovina,2020-11-23,Omicron,0,0.0,2
8399,Bosnia and Herzegovina,2020-11-23,non_who,2,100.0,2
8400,Bosnia and Herzegovina,2020-12-07,Alpha,0,0.0,3
8405,Bosnia and Herzegovina,2020-12-07,B.1.177,0,0.0,3
8411,Bosnia and Herzegovina,2020-12-07,Delta,0,0.0,3
8419,Bosnia and Herzegovina,2020-12-07,Omicron,0,0.0,3
8423,Bosnia and Herzegovina,2020-12-07,non_who,3,100.0,3
8424,Bosnia and Herzegovina,2020-12-21,Alpha,0,0.0,1
8429,Bosnia and Herzegovina,2020-12-21,B.1.177,0,0.0,1
8435,Bosnia and Herzegovina,2020-12-21,Delta,0,0.0,1
8443,Bosnia and Herzegovina,2020-12-21,Omicron,0,0.0,1
8447,Bosnia and Herzegovina,2020-12-21,non_who,1,100.0,1
8448,Bosnia and Herzegovina,2021-01-04,Alpha,2,100.0,2
8453,Bosnia and Herzegovina,2021-01-04,B.1.177,0,0.0,2
8459,Bosnia and Herzegovina,2021-01-04,Delta,0,0.0,2
8467,Bosnia and Herzegovina,2021-01-04,Omicron,0,0.0,2
8471,Bosnia and Herzegovina,2021-01-04,non_who,0,0.0,2
8472,Bosnia and Herzegovina,2021-01-11,Alpha,0,0.0,5
8477,Bosnia and Herzegovina,2021-01-11,B.1.177,0,0.0,5
8483,Bosnia and Herzegovina,2021-01-11,Delta,0,0.0,5
8491,Bosnia and Herzegovina,2021-01-11,Omicron,0,0.0,5
8495,Bosnia and Herzegovina,2021-01-11,non_who,5,100.0,5
8496,Bosnia and Herzegovina,2021-01-25,Alpha,0,0.0,12
8501,Bosnia and Herzegovina,2021-01-25,B.1.177,0,0.0,12
8507,Bosnia and Herzegovina,2021-01-25,Delta,0,0.0,12
8515,Bosnia and Herzegovina,2021-01-25,Omicron,0,0.0,12
8519,Bosnia and Herzegovina,2021-01-25,non_who,12,100.0,12
8520,Bosnia and Herzegovina,2021-02-08,Alpha,2,40.0,5
8525,Bosnia and Herzegovina,2021-02-08,B.1.177,0,0.0,5
8531,Bosnia and Herzegovina,2021-02-08,Delta,0,0.0,5
8539,Bosnia and Herzegovina,2021-02-08,Omicron,0,0.0,5
8543,Bosnia and Herzegovina,2021-02-08,non_who,3,60.0,5
8544,Bosnia and Herzegovina,2021-02-22,Alpha,7,63.64,11
8549,Bosnia and Herzegovina,2021-02-22,B.1.177,0,0.0,11
8555,Bosnia and Herzegovina,2021-02-22,Delta,0,0.0,11
8563,Bosnia and Herzegovina,2021-02-22,Omicron,0,0.0,11
8567,Bosnia and Herzegovina,2021-02-22,non_who,3,27.27,11
8568,Bosnia and Herzegovina,2021-03-08,Alpha,9,56.25,16
8573,Bosnia and Herzegovina,2021-03-08,B.1.177,1,6.25,16
8579,Bosnia and Herzegovina,2021-03-08,Delta,0,0.0,16
8587,Bosnia and Herzegovina,2021-03-08,Omicron,0,0.0,16
8591,Bosnia and Herzegovina,2021-03-08,non_who,7,43.75,16
8592,Bosnia and Herzegovina,2021-03-22,Alpha,9,100.0,9
8597,Bosnia and Herzegovina,2021-03-22,B.1.177,0,0.0,9
8603,Bosnia and Herzegovina,2021-03-22,Delta,0,0.0,9
8611,Bosnia and Herzegovina,2021-03-22,Omicron,0,0.0,9
8615,Bosnia and Herzegovina,2021-03-22,non_who,0,0.0,9
8616,Bosnia and Herzegovina,2021-04-05,Alpha,3,100.0,3
8621,Bosnia and Herzegovina,2021-04-05,B.1.177,0,0.0,3
8627,Bosnia and Herzegovina,2021-04-05,Delta,0,0.0,3
8635,Bosnia and Herzegovina,2021-04-05,Omicron,0,0.0,3
8639,Bosnia and Herzegovina,2021-04-05,non_who,0,0.0,3
8640,Bosnia and Herzegovina,2021-04-19,Alpha,17,100.0,17
8645,Bosnia and Herzegovina,2021-04-19,B.1.177,0,0.0,17
8651,Bosnia and Herzegovina,2021-04-19,Delta,0,0.0,17
8659,Bosnia and Herzegovina,2021-04-19,Omicron,0,0.0,17
8663,Bosnia and Herzegovina,2021-04-19,non_who,0,0.0,17
8664,Bosnia and Herzegovina,2021-05-17,Alpha,2,100.0,2
8669,Bosnia and Herzegovina,2021-05-17,B.1.177,0,0.0,2
8675,Bosnia and Herzegovina,2021-05-17,Delta,0,0.0,2
8683,Bosnia and Herzegovina,2021-05-17,Omicron,0,0.0,2
8687,Bosnia and Herzegovina,2021-05-17,non_who,0,0.0,2
8688,Bosnia and Herzegovina,2021-05-31,Alpha,1,100.0,1
8693,Bosnia and Herzegovina,2021-05-31,B.1.177,0,0.0,1
8699,Bosnia and Herzegovina,2021-05-31,Delta,0,0.0,1
8707,Bosnia and Herzegovina,2021-05-31,Omicron,0,0.0,1
8711,Bosnia and Herzegovina,2021-05-31,non_who,0,0.0,1
8712,Bosnia and Herzegovina,2021-06-14,Alpha,18,78.26,23
8717,Bosnia and Herzegovina,2021-06-14,B.1.177,0,0.0,23
8723,Bosnia and Herzegovina,2021-06-14,Delta,1,4.35,23
8731,Bosnia and Herzegovina,2021-06-14,Omicron,0,0.0,23
8735,Bosnia and Herzegovina,2021-06-14,non_who,4,17.39,23
8736,Bosnia and Herzegovina,2021-06-28,Alpha,7,43.75,16
8741,Bosnia and Herzegovina,2021-06-28,B.1.177,0,0.0,16
8747,Bosnia and Herzegovina,2021-06-28,Delta,8,50.0,16
8755,Bosnia and Herzegovina,2021-06-28,Omicron,0,0.0,16
8759,Bosnia and Herzegovina,2021-06-28,non_who,1,6.25,16
8760,Bosnia and Herzegovina,2021-07-12,Alpha,1,4.76,21
8765,Bosnia and Herzegovina,2021-07-12,B.1.177,0,0.0,21
8771,Bosnia and Herzegovina,2021-07-12,Delta,17,80.95,21
8779,Bosnia and Herzegovina,2021-07-12,Omicron,0,0.0,21
8783,Bosnia and Herzegovina,2021-07-12,non_who,0,0.0,21
8784,Bosnia and Herzegovina,2021-07-26,Alpha,0,0.0,12
8789,Bosnia and Herzegovina,2021-07-26,B.1.177,0,0.0,12
8795,Bosnia and Herzegovina,2021-07-26,Delta,12,100.0,12
8803,Bosnia and Herzegovina,2021-07-26,Omicron,0,0.0,12
8807,Bosnia and Herzegovina,2021-07-26,non_who,0,0.0,12
8808,Bosnia and Herzegovina,2021-08-09,Alpha,0,0.0,9
8813,Bosnia and Herzegovina,2021-08-09,B.1.177,0,0.0,9
8819,Bosnia and Herzegovina,2021-08-09,Delta,9,100.0,9
8827,Bosnia and Herzegovina,2021-08-09,Omicron,0,0.0,9
8831,Bosnia and Herzegovina,2021-08-09,non_who,0,0.0,9
8832,Bosnia and Herzegovina,2021-08-23,Alpha,0,0.0,7
8837,Bosnia and Herzegovina,2021-08-23,B.1.177,0,0.0,7
8843,Bosnia and Herzegovina,2021-08-23,Delta,7,100.0,7
8851,Bosnia and Herzegovina,2021-08-23,Omicron,0,0.0,7
8855,Bosnia and Herzegovina,2021-08-23,non_who,0,0.0,7
8856,Bosnia and Herzegovina,2021-09-06,Alpha,0,0.0,1
8861,Bosnia and Herzegovina,2021-09-06,B.1.177,0,0.0,1
8867,Bosnia and Herzegovina,2021-09-06,Delta,1,100.0,1
8875,Bosnia and Herzegovina,2021-09-06,Omicron,0,0.0,1
8879,Bosnia and Herzegovina,2021-09-06,non_who,0,0.0,1
8880,Bosnia and Herzegovina,2021-09-20,Alpha,0,0.0,2
8885,Bosnia and Herzegovina,2021-09-20,B.1.177,0,0.0,2
8891,Bosnia and Herzegovina,2021-09-20,Delta,2,100.0,2
8899,Bosnia and Herzegovina,2021-09-20,Omicron,0,0.0,2
8903,Bosnia and Herzegovina,2021-09-20,non_who,0,0.0,2
8904,Bosnia and Herzegovina,2021-10-04,Alpha,0,0.0,42
8909,Bosnia and Herzegovina,2021-10-04,B.1.177,0,0.0,42
8915,Bosnia and Herzegovina,2021-10-04,Delta,42,100.0,42
8923,Bosnia and Herzegovina,2021-10-04,Omicron,0,0.0,42
8927,Bosnia and Herzegovina,2021-10-04,non_who,0,0.0,42
8928,Bosnia and Herzegovina,2021-10-18,Alpha,0,0.0,184
8933,Bosnia and Herzegovina,2021-10-18,B.1.177,0,0.0,184
8939,Bosnia and Herzegovina,2021-10-18,Delta,184,100.0,184
8947,Bosnia and Herzegovina,2021-10-18,Omicron,0,0.0,184
8951,Bosnia and Herzegovina,2021-10-18,non_who,0,0.0,184
8952,Bosnia and Herzegovina,2021-11-01,Alpha,0,0.0,124
8957,Bosnia and Herzegovina,2021-11-01,B.1.177,0,0.0,124
8963,Bosnia and Herzegovina,2021-11-01,Delta,124,100.0,124
8971,Bosnia and Herzegovina,2021-11-01,Omicron,0,0.0,124
8975,Bosnia and Herzegovina,2021-11-01,non_who,0,0.0,124
8976,Bosnia and Herzegovina,2021-11-15,Alpha,0,0.0,164
8981,Bosnia and Herzegovina,2021-11-15,B.1.177,0,0.0,164
8987,Bosnia and Herzegovina,2021-11-15,Delta,164,100.0,164
8995,Bosnia and Herzegovina,2021-11-15,Omicron,0,0.0,164
8999,Bosnia and Herzegovina,2021-11-15,non_who,0,0.0,164
9000,Bosnia and Herzegovina,2021-11-29,Alpha,0,0.0,123
9005,Bosnia and Herzegovina,2021-11-29,B.1.177,0,0.0,123
9011,Bosnia and Herzegovina,2021-11-29,Delta,123,100.0,123
9019,Bosnia and Herzegovina,2021-11-29,Omicron,0,0.0,123
9023,Bosnia and Herzegovina,2021-11-29,non_who,0,0.0,123
9024,Bosnia and Herzegovina,2021-12-13,Alpha,0,0.0,165
9029,Bosnia and Herzegovina,2021-12-13,B.1.177,0,0.0,165
9035,Bosnia and Herzegovina,2021-12-13,Delta,165,100.0,165
9043,Bosnia and Herzegovina,2021-12-13,Omicron,0,0.0,165
9047,Bosnia and Herzegovina,2021-12-13,non_who,0,0.0,165
9048,Botswana,2020-09-14,Alpha,0,0.0,1
9053,Botswana,2020-09-14,B.1.177,0,0.0,1
9059,Botswana,2020-09-14,Delta,0,0.0,1
9067,Botswana,2020-09-14,Omicron,0,0.0,1
9071,Botswana,2020-09-14,non_who,0,0.0,1
9072,Botswana,2020-09-28,Alpha,0,0.0,10
9077,Botswana,2020-09-28,B.1.177,0,0.0,10
9083,Botswana,2020-09-28,Delta,0,0.0,10
9091,Botswana,2020-09-28,Omicron,0,0.0,10
9095,Botswana,2020-09-28,non_who,10,100.0,10
9096,Botswana,2020-10-12,Alpha,0,0.0,6
9101,Botswana,2020-10-12,B.1.177,0,0.0,6
9107,Botswana,2020-10-12,Delta,0,0.0,6
9115,Botswana,2020-10-12,Omicron,0,0.0,6
9119,Botswana,2020-10-12,non_who,6,100.0,6
9120,Botswana,2020-10-26,Alpha,0,0.0,6
9125,Botswana,2020-10-26,B.1.177,0,0.0,6
9131,Botswana,2020-10-26,Delta,0,0.0,6
9139,Botswana,2020-10-26,Omicron,0,0.0,6
9143,Botswana,2020-10-26,non_who,6,100.0,6
9144,Botswana,2020-11-09,Alpha,0,0.0,6
9149,Botswana,2020-11-09,B.1.177,0,0.0,6
9155,Botswana,2020-11-09,Delta,0,0.0,6
9163,Botswana,2020-11-09,Omicron,0,0.0,6
9167,Botswana,2020-11-09,non_who,6,100.0,6
9168,Botswana,2020-11-23,Alpha,0,0.0,8
9173,Botswana,2020-11-23,B.1.177,0,0.0,8
9179,Botswana,2020-11-23,Delta,0,0.0,8
9187,Botswana,2020-11-23,Omicron,0,0.0,8
9191,Botswana,2020-11-23,non_who,6,75.0,8
9192,Botswana,2020-12-07,Alpha,0,0.0,10
9197,Botswana,2020-12-07,B.1.177,0,0.0,10
9203,Botswana,2020-12-07,Delta,0,0.0,10
